# EvtID pe_px[MeV/c] pe_py[MeV/c] pe_pz[MeV/c] prec_px[MeV/c] prec_py[MeV/c] prec_pz[MeV/c] pidrec zvtx[cm] weight
21 8.2332265876e+02 0.0000000000e+00 4.3222840650e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
22 8.3372513865e+02 0.0000000000e+00 4.3202895889e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
23 6.9237528907e+02 0.0000000000e+00 4.3451831029e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
24 6.8958410048e+02 0.0000000000e+00 4.3456269406e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
25 7.3249558606e+02 0.0000000000e+00 4.3385999995e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
26 7.0445425631e+02 0.0000000000e+00 4.3432411791e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
27 7.4873170318e+02 0.0000000000e+00 4.3358275537e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
28 7.3358617200e+02 0.0000000000e+00 4.3384157324e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
29 8.1048627291e+02 0.0000000000e+00 4.3247094400e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
30 7.8769854001e+02 0.0000000000e+00 4.3289179651e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
31 7.8326812402e+02 0.0000000000e+00 4.3297217907e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
32 8.1086727125e+02 0.0000000000e+00 4.3246380204e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
33 8.2567336434e+02 0.0000000000e+00 4.3218356325e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
34 8.2027961274e+02 0.0000000000e+00 4.3228626043e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
35 7.7258089890e+02 0.0000000000e+00 4.3316415472e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
36 8.3422895662e+02 0.0000000000e+00 4.3201923322e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
37 8.1541168060e+02 0.0000000000e+00 4.3237834740e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
38 7.9786200612e+02 0.0000000000e+00 4.3270562693e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
39 6.9596949263e+02 0.0000000000e+00 4.3446088667e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
40 7.8559263149e+02 0.0000000000e+00 4.3293006313e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
41 8.1032718033e+02 0.0000000000e+00 4.3247392522e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
42 7.9692072913e+02 0.0000000000e+00 4.3272297247e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
43 8.2912641777e+02 0.0000000000e+00 4.3211745073e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
44 7.5915065667e+02 0.0000000000e+00 4.3340154614e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
45 7.4347715970e+02 0.0000000000e+00 4.3367316555e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
46 7.3765668311e+02 0.0000000000e+00 4.3377254819e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
47 7.9291673521e+02 0.0000000000e+00 4.3279652020e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
48 7.5492119601e+02 0.0000000000e+00 4.3347541714e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
49 7.0792132904e+02 0.0000000000e+00 4.3426774150e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
50 7.9876880888e+02 0.0000000000e+00 4.3268889665e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
51 8.1432001043e+02 0.0000000000e+00 4.3239892067e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
52 8.3865715239e+02 0.0000000000e+00 4.3193348932e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
53 7.3656178438e+02 0.0000000000e+00 4.3379115340e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
54 7.9079038521e+02 0.0000000000e+00 4.3283542260e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
55 7.9990354879e+02 0.0000000000e+00 4.3266793331e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
56 8.0800038872e+02 0.0000000000e+00 4.3251745757e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
57 7.7868454133e+02 0.0000000000e+00 4.3305484784e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
58 7.1422659587e+02 0.0000000000e+00 4.3416448621e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
59 7.4342830289e+02 0.0000000000e+00 4.3367400311e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
60 6.9238432038e+02 0.0000000000e+00 4.3451816638e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
61 8.0862664087e+02 0.0000000000e+00 4.3250575366e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
62 8.0944183180e+02 0.0000000000e+00 4.3249050463e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
63 7.9405478549e+02 0.0000000000e+00 4.3277565477e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
64 8.2503938540e+02 0.0000000000e+00 4.3219567040e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
65 8.1268871976e+02 0.0000000000e+00 4.3242961027e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
66 6.9205471784e+02 0.0000000000e+00 4.3452341716e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
67 8.2439719841e+02 0.0000000000e+00 4.3220792448e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
68 7.6280368051e+02 0.0000000000e+00 4.3333740069e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
69 8.1420120958e+02 0.0000000000e+00 4.3240115783e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
70 7.6802289647e+02 0.0000000000e+00 4.3324520274e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
71 8.2598003433e+02 0.0000000000e+00 4.3217770329e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
72 7.7862352598e+02 0.0000000000e+00 4.3305594493e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
73 8.3577704697e+02 0.0000000000e+00 4.3198931082e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
74 6.9619236246e+02 0.0000000000e+00 4.3445731589e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
75 7.8765447774e+02 0.0000000000e+00 4.3289259826e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
76 8.2373693046e+02 0.0000000000e+00 4.3222051326e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
77 8.1119590710e+02 0.0000000000e+00 4.3245763884e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
78 7.9855389831e+02 0.0000000000e+00 4.3269286348e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
79 7.0389324250e+02 0.0000000000e+00 4.3433321358e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
80 8.1215603667e+02 0.0000000000e+00 4.3243961788e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
81 7.2432017058e+02 0.0000000000e+00 4.3399723535e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
82 7.6408566906e+02 0.0000000000e+00 4.3331481430e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
83 7.4579554053e+02 0.0000000000e+00 4.3363335608e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
84 8.1092416084e+02 0.0000000000e+00 4.3246273532e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
85 7.9416882747e+02 0.0000000000e+00 4.3277356218e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
86 7.0286598958e+02 0.0000000000e+00 4.3434984908e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
87 7.6177475552e+02 0.0000000000e+00 4.3335550026e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
88 7.2150550783e+02 0.0000000000e+00 4.3404411689e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
89 7.5122553672e+02 0.0000000000e+00 4.3353961678e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
90 7.2753021331e+02 0.0000000000e+00 4.3394353927e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
91 7.8501632062e+02 0.0000000000e+00 4.3294051688e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
92 7.5922732012e+02 0.0000000000e+00 4.3340020322e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
93 8.0323921272e+02 0.0000000000e+00 4.3260613156e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
94 7.5790617958e+02 0.0000000000e+00 4.3342332611e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
95 7.7275109084e+02 0.0000000000e+00 4.3316111887e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
96 7.9572079200e+02 0.0000000000e+00 4.3274505381e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
97 7.9329554499e+02 0.0000000000e+00 4.3278957840e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
98 7.1530846480e+02 0.0000000000e+00 4.3414667497e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
99 8.2647807396e+02 0.0000000000e+00 4.3216818175e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
100 7.6880848759e+02 0.0000000000e+00 4.3323126905e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
101 6.9204510418e+02 0.0000000000e+00 4.3452357028e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
102 7.1374586402e+02 0.0000000000e+00 4.3417239180e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
103 8.1502817751e+02 0.0000000000e+00 4.3238557803e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
104 8.0467735682e+02 0.0000000000e+00 4.3257940416e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
105 7.4637981231e+02 0.0000000000e+00 4.3362330328e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
106 8.2872742719e+02 0.0000000000e+00 4.3212510446e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
107 7.3359636629e+02 0.0000000000e+00 4.3384140086e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
108 7.8060788587e+02 0.0000000000e+00 4.3302021971e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
109 6.8926688157e+02 0.0000000000e+00 4.3456772665e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
110 7.1108462082e+02 0.0000000000e+00 4.3421605683e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
111 7.5460537970e+02 0.0000000000e+00 4.3348091607e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
112 7.6248290684e+02 0.0000000000e+00 4.3334304605e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
113 8.0001455863e+02 0.0000000000e+00 4.3266588085e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
114 7.4549276621e+02 0.0000000000e+00 4.3363856234e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
115 7.4525292078e+02 0.0000000000e+00 4.3364268497e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
116 8.1672202892e+02 0.0000000000e+00 4.3235361530e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
117 7.6303089926e+02 0.0000000000e+00 4.3333340035e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
118 8.2615193957e+02 0.0000000000e+00 4.3217441747e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
119 6.9044134627e+02 0.0000000000e+00 4.3454908222e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
120 7.4647721179e+02 0.0000000000e+00 4.3362162666e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
121 7.2612414528e+02 0.0000000000e+00 4.3396708936e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
122 7.3612904416e+02 0.0000000000e+00 4.3379849895e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
123 7.4091955628e+02 0.0000000000e+00 4.3371693476e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
124 7.7439478846e+02 0.0000000000e+00 4.3313176344e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
125 8.0888572605e+02 0.0000000000e+00 4.3250090891e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
126 7.1678827230e+02 0.0000000000e+00 4.3412226747e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
127 8.3027029034e+02 0.0000000000e+00 4.3209548695e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
128 7.0739485482e+02 0.0000000000e+00 4.3427632054e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
129 7.0355637363e+02 0.0000000000e+00 4.3433867164e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
130 7.9241030990e+02 0.0000000000e+00 4.3280579524e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
131 7.9963175376e+02 0.0000000000e+00 4.3267295729e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
132 8.0932656368e+02 0.0000000000e+00 4.3249266181e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
133 8.3600678289e+02 0.0000000000e+00 4.3198486545e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
134 7.7517226481e+02 0.0000000000e+00 4.3311785577e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
135 7.9517335296e+02 0.0000000000e+00 4.3275511641e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
136 8.3552316926e+02 0.0000000000e+00 4.3199422187e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
137 8.3228608665e+02 0.0000000000e+00 4.3205670471e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
138 7.8432001426e+02 0.0000000000e+00 4.3295313666e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
139 8.2867870355e+02 0.0000000000e+00 4.3212603885e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
140 8.2273091415e+02 0.0000000000e+00 4.3223967404e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
141 7.5043990490e+02 0.0000000000e+00 4.3355322266e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
142 7.6335842337e+02 0.0000000000e+00 4.3332763189e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
143 7.3955086207e+02 0.0000000000e+00 4.3374029397e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
144 7.4159799486e+02 0.0000000000e+00 4.3370533952e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
145 8.0472181905e+02 0.0000000000e+00 4.3257857706e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
146 7.9643385682e+02 0.0000000000e+00 4.3273193608e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
147 7.3902900505e+02 0.0000000000e+00 4.3374918869e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
148 7.6464627060e+02 0.0000000000e+00 4.3330492519e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
149 7.0085216114e+02 0.0000000000e+00 4.3438238900e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
150 7.2251871919e+02 0.0000000000e+00 4.3402726227e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
151 8.2426025800e+02 0.0000000000e+00 4.3221053627e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
152 7.2544816429e+02 0.0000000000e+00 4.3397839462e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
153 8.0747381364e+02 0.0000000000e+00 4.3252729138e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
154 8.0829904738e+02 0.0000000000e+00 4.3251187717e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
155 7.9692253143e+02 0.0000000000e+00 4.3272293928e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
156 7.6332176637e+02 0.0000000000e+00 4.3332827764e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
157 7.5557872393e+02 0.0000000000e+00 4.3346396080e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
158 8.2675482295e+02 0.0000000000e+00 4.3216288829e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
159 8.0197101944e+02 0.0000000000e+00 4.3262965944e+03 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
